selected_stock,leg_stock,pvalue
KO,TSCO,0.030657259
SRE,TDY,0.030704653
CL,EBAY,0.030726767
PEG,TSN,0.030791384
CPB,EXR,0.030872892
GIS,MAA,0.031044403
D,FDX,0.031062545
LLY,REG,0.031119456
CLX,HAS,0.031128346
LLY,RCL,0.031205703
BAX,MAS,0.031231745
AEP,TECH,0.031238063
ES,TFC,0.031274722
BF-B,VFC,0.031363635
CPB,PCG,0.031437594
BMY,CI,0.031486416
AEE,TFC,0.031516648
D,VZ,0.031546503
D,FIS,0.031595769
MDLZ,MTD,0.031601777
MCD,SJM,0.031602481
BDX,TMUS,0.031611124
JNJ,MLM,0.031612005
D,PGR,0.03162789
AEP,TXN,0.031663784
K,PNW,0.031717526
MKC,VRSN,0.031722741
CL,RMD,0.031737328
CLX,XRAY,0.031738244
K,RMD,0.03174592
AEP,COF,0.031913906
CLX,FISV,0.031935576
HSY,ROP,0.03197275
ABT,ECL,0.031972805
GIS,INTU,0.032005507
EIX,VRSN,0.032017275
CL,ZBH,0.03203072
D,TT,0.032031307
K,MSI,0.032058168
MDLZ,WAT,0.032066721
ADP,PGR,0.032078871
K,MMC,0.032142655
BMY,CNC,0.032146914
PCG,WAT,0.032179669
PEP,SYK,0.032215982
ABT,WELL,0.032262018
CL,TROW,0.032321711
ADP,NEE,0.03238942
CMS,JKHY,0.032400776
NEE,USB,0.032455788
MDLZ,TECH,0.032525058
AEP,DD,0.032537426
BMY,IT,0.032543596
ADP,RJF,0.032661191
EIX,TECH,0.032677591
GIS,MCHP,0.032691133
GD,LYV,0.032712229
NI,NWL,0.032725254
EIX,PAYX,0.032778331
AEP,APD,0.032962118
GD,SYK,0.032986678
PCG,SWK,0.032991508
SJM,TER,0.033017034
NEE,NVR,0.033019913
CL,TER,0.033057851
GIS,LNT,0.033071012
BF-B,WELL,0.033076651
AEP,MSFT,0.033100439
AEP,PNC,0.033105409
PG,SBAC,0.033133839
LLY,STE,0.033163493
GIS,K,0.033229167
CLX,SBUX,0.033295634
BAX,LNT,0.033323402
PEG,USB,0.033386943
ED,VRSN,0.033392291
D,TECH,0.033398642
DUK,HON,0.033404593
ES,MDLZ,0.033405696
AEP,IEX,0.033421915
TAP,WST,0.033438644
MDLZ,PTC,0.03346541
AEP,RJF,0.033491729
PG,TROW,0.03353111
CLX,NWL,0.033587385
DTE,USB,0.033590223
LNT,TXN,0.033617737
DUK,TROW,0.033639908
CLX,WAT,0.033644344
GIS,MA,0.033714741
LNT,ROST,0.033777144
ES,SNPS,0.033827964
CPB,WM,0.033860926
PNW,TFC,0.033876195
KMB,LH,0.033968807
ES,VZ,0.033982866
DTE,WTW,0.033985163
LNT,TER,0.034021286
PEP,VLO,0.034068039
BDX,EXPE,0.034070235
BDX,FIS,0.034071799
LLY,ROP,0.034079625
PG,ROK,0.034241224
PNW,TER,0.034288457
ABT,RHI,0.034322413
D,TJX,0.034392366
DTE,FIS,0.034412073
JNJ,VMC,0.034419823
BDX,NEE,0.034444421
HSY,TROW,0.034470576
CMS,CPT,0.034534695
NEE,UPS,0.034575397
PEG,SYY,0.034596628
LNT,XRAY,0.034694839
BMY,SBAC,0.034778124
CMS,WTW,0.034799756
BMY,PPG,0.034812594
MKC,WTW,0.034833892
AEP,MLM,0.034901818
ABT,WY,0.034963579
EIX,INTC,0.035131278
ABT,COO,0.035158846
LLY,MAS,0.035202298
MDLZ,MHK,0.035249973
AEP,WTW,0.035283329
CPB,FICO,0.035346981
KMB,PSA,0.03535637
ED,MTD,0.035377372
ED,TER,0.035392892
CMS,PNW,0.035471571
DUK,VRSN,0.03547641
ES,MMC,0.035608036
AEE,REG,0.03568076
MDLZ,TMUS,0.035722553
CPB,HRL,0.035737041
ES,TDG,0.035753504
LLY,TYL,0.035813537
JNJ,PHM,0.035843282
LLY,SPGI,0.035882281
D,PEP,0.035882597
DUK,MRK,0.035886697
NEE,ZBH,0.035888501
EIX,PKI,0.03594405
IBM,PEAK,0.035957384
BF-B,SPG,0.035976798
D,TGT,0.03600043
PG,PPG,0.036021568
CPB,DHI,0.036044197
BF-B,MOH,0.036065324
BAX,EIX,0.036105876
ES,POOL,0.036111433
ADP,SNA,0.036156539
CLX,MHK,0.036189471
ED,EW,0.036208782
CMS,COST,0.036267489
MKC,SO,0.036322258
KO,TJX,0.036333566
D,TROW,0.036386711
PFE,SBAC,0.036402106
AEP,FIS,0.036489054
HSY,TFC,0.036521194
PFE,WELL,0.036531402
JNJ,MMM,0.036670108
CLX,CPB,0.03668729
PEP,VRSN,0.036710093
CLX,MTD,0.036745258
JNJ,LYV,0.036806868
ABT,CL,0.036810545
CL,LH,0.036818766
AEP,BLK,0.036835768
CL,CSGP,0.036877761
ETR,KIM,0.036893367
BMY,CHD,0.036925339
ABT,BBWI,0.036952197
CLX,TSN,0.036956808
GD,TMUS,0.03698187
CPB,VRSN,0.037063646
CLX,SNPS,0.037101545
CMS,RJF,0.037120332
MDLZ,MMM,0.037122664
HSY,LIN,0.037127565
PEG,TECH,0.037133855
MDLZ,SHW,0.03716144
GIS,TFX,0.037204224
MDLZ,RMD,0.037375768
ABT,TSCO,0.037422664
CMS,EXPE,0.037464645
PEG,TMUS,0.03746525
MKC,ROST,0.037474683
JNJ,NEE,0.037482764
K,OMC,0.037494646
AEP,DPZ,0.037509872
GIS,IEX,0.037585944
KMB,OMC,0.037605944
CLX,ICE,0.037613979
BAX,DPZ,0.037625687
K,TER,0.037637744
DUK,IFF,0.037677214
MDLZ,MKC,0.037688553
AEP,SHW,0.037691346
BDX,XRAY,0.037772045
ES,ICE,0.037793256
BAX,TFX,0.037807094
ED,WTW,0.037810222
PG,SHW,0.037877137
BAX,MLM,0.037880191
MKC,TMUS,0.037926167
CNP,FAST,0.038123336
CLX,SWK,0.038131184
D,VRSN,0.038315334
ES,GIS,0.03835701
ABT,TGT,0.038364355
MKC,MSI,0.038422383
DTE,VRSN,0.038427125
PEP,WBA,0.038445279
PNW,RJF,0.038477654
ED,MKC,0.038518515
AEP,WRB,0.038554568
AEP,CI,0.038560931
ADP,ALGN,0.038597948
WMT,WY,0.038611069
KO,UDR,0.038636828
CL,ORCL,0.038664949
DUK,PH,0.038816193
NEE,WST,0.038829259
MDLZ,OMC,0.038856334
DUK,TSCO,0.038859216
DUK,MCO,0.038897683
KMB,WFC,0.038918969
KR,WBA,0.038974343
VZ,WY,0.039070246
BDX,CPB,0.039195541
AEP,RMD,0.039244198
LLY,MA,0.039292848
SJM,VZ,0.03930101
D,SNPS,0.039301629
ETR,PFG,0.03933165
AEP,JPM,0.039490305
EIX,MLM,0.039502843
LNT,PG,0.039522533
AEP,UNH,0.039538178
ED,SJM,0.039610459
PNW,TRV,0.039643783
CNP,QCOM,0.039808937
KMB,PKI,0.039848678
PNW,VRSN,0.0398663
CPB,NFLX,0.039961053
LLY,PHM,0.040054032
PEP,REG,0.040102131
LLY,VLO,0.04011133
BMY,ICE,0.040252904
AEP,MCO,0.040255984
BMY,CVS,0.04027508
DUK,IEX,0.040310263
PEP,SHW,0.040338326
KMB,NVR,0.040390454
ETR,STLD,0.040422377
PFE,UPS,0.040435654
DTE,JBHT,0.040510517
CMS,TER,0.040527948
LNT,PTC,0.040559625
AEP,RE,0.04058474
D,ORCL,0.040608279
NI,NVR,0.040612847
ES,K,0.040616626
BDX,LYV,0.040663848
KO,PHM,0.040682396
EIX,ITW,0.040687385
ABT,BMY,0.040708207
CMS,ITW,0.04074714
GIS,ICE,0.04075706
D,INTC,0.040803683
MCD,PGR,0.040860947
GIS,MAS,0.040868826
K,MCHP,0.040894419
BMY,DXCM,0.04092434
MKC,TER,0.041014127
PEG,TT,0.041049294
PEP,TER,0.041065818
CL,OMC,0.04107478
BAX,CDNS,0.041084726
EIX,GOOG,0.041113305
BDX,PCG,0.041172669
GIS,VMC,0.041255345
BMY,SPGI,0.041312824
HSY,WY,0.041336407
LMT,NWL,0.041476035
ES,PFE,0.041486185
DTE,MA,0.041499098
ABT,CVS,0.041651806
LLY,TGT,0.041742029
KR,MHK,0.041751085
K,VMC,0.041788391
BMY,TGT,0.041843178
ADP,AON,0.041909407
GIS,SNPS,0.041915891
ES,TGT,0.041942631
AEP,EIX,0.04204111
NI,SNPS,0.042064629
ADP,TECH,0.042090894
BMY,NVR,0.042100452
CL,TGT,0.042168313
MKC,VZ,0.042183965
DTE,T,0.042186971
HSY,RJF,0.042205108
CMS,GOOG,0.042258273
LNT,USB,0.042316693
KO,SJM,0.042361191
CMS,UPS,0.042371104
PEP,TSN,0.042416984
BAX,TMO,0.042433551
BAX,REG,0.042549627
CPB,TRV,0.042592262
D,PODD,0.042597711
DTE,GIS,0.042624804
MCD,O,0.042652535
DUK,TRV,0.04265893
ABT,VTRS,0.042719117
D,WY,0.042743816
PNW,ROL,0.042750468
MCK,WFC,0.042769968
ABT,CSGP,0.042803751
JNJ,TYL,0.042868521
CL,IPG,0.04291019
CMS,TFX,0.042938339
BMY,TRV,0.043073781
PEG,TTWO,0.043084317
ABT,CDNS,0.043097593
JNJ,PKI,0.043145633
PG,TGT,0.043230568
JNJ,UPS,0.043231004
BAX,KLAC,0.043269335
JNJ,MCHP,0.043319865
ABT,LYV,0.043374511
PNW,WEC,0.043429493
CNP,COF,0.043429911
K,PAYX,0.043447802
MDLZ,ROST,0.043481682
BMY,VFC,0.043503007
ADP,COF,0.043508034
ED,UDR,0.043562658
K,TDG,0.043567621
BMY,PHM,0.043617978
KMB,TRV,0.043633625
PG,TMO,0.043701678
ES,MA,0.043717411
SO,UDR,0.043738163
AEP,PG,0.043760718
ADP,AEP,0.043808548
DTE,ROL,0.043862671
CMS,OMC,0.043882946
KO,LKQ,0.043912967
BAX,ZBH,0.043924268
NEE,SHW,0.043951637
DUK,WFC,0.044067471
CPB,MSFT,0.044203954
CPB,DPZ,0.044230965
CLX,NI,0.044242045
BAX,HON,0.044254246
PG,RE,0.044324525
AEP,IRM,0.044350448
DUK,ECL,0.044352203
AEE,MSFT,0.044381081
PEP,RCL,0.044395248
AEP,INTU,0.044445607
BAX,PAYX,0.044448637
NEE,WRB,0.044484287
NI,TECH,0.044604278
K,MMM,0.04476376
ED,YUM,0.044766284
BF-B,WTW,0.04478023
BDX,SNPS,0.044883091
CLX,MNST,0.044906007
PEP,TGT,0.045057932
LNT,WTW,0.045073886
NEE,TGT,0.045096052
AEP,STE,0.045248545
HSY,RTX,0.045441353
CPB,PAYX,0.045480409
JNJ,TECH,0.045492107
BMY,TDG,0.045558322
BAX,IRM,0.045568619
EIX,GOOGL,0.045588441
KMB,MA,0.045589173
BAX,PKI,0.045660213
PG,TRV,0.045676694
ABT,GILD,0.045685649
HSY,PODD,0.045736278
DTE,HON,0.045812604
MCD,XEL,0.045918732
JNJ,MA,0.04592146
NEE,REG,0.04593374
ADP,MMM,0.045958292
CPB,MAA,0.045969182
BF-B,BMY,0.045996205
ED,MSI,0.046042802
PG,SWK,0.046078335
SO,WELL,0.04618447
NI,VMC,0.046203375
CPB,O,0.04623328
EIX,LHX,0.046293744
BF-B,TFC,0.046340007
DUK,IP,0.046381861
K,MLM,0.046441585
JNJ,NWL,0.046442085
D,ITW,0.046456197
LNT,PAYX,0.046555433
NEE,STZ,0.046558872
BMY,CCI,0.046604964
PCG,WST,0.046620264
BAX,CPB,0.0466215
CLX,CRM,0.046629798
DUK,KMX,0.046637751
BAX,GL,0.046644194
ADP,ROL,0.046644407
JNJ,PKG,0.046669916
AEP,ALL,0.04668208
BF-B,GPC,0.046689907
BF-B,WY,0.046724426
HSY,PHM,0.046739166
CPB,WRB,0.046750929
NI,PAYX,0.046751589
BDX,JPM,0.046754643
PCG,ROL,0.046792219
KR,XRAY,0.046815984
GIS,TER,0.046889422
CPB,LHX,0.04691585
ED,INTU,0.046942227
LLY,PNC,0.046993459
GIS,WELL,0.047015685
GD,TECH,0.047031928
MDLZ,MTB,0.047090075
PEG,RSG,0.047121937
BAX,WST,0.047122608
ES,MMM,0.047187226
CLX,VMC,0.047188344
IBM,RL,0.047268355
BDX,DHI,0.047407906
JNJ,TRV,0.047424072
CLX,TDG,0.047435553
CL,VZ,0.047439073
CL,CPT,0.047445422
GIS,WTW,0.047460573
PG,URI,0.047460837
LNT,MSI,0.047488458
ED,POOL,0.047524406
CMS,T,0.047534917
BAX,DTE,0.047578231
CLX,XEL,0.047595282
GIS,RJF,0.047631205
EIX,IPG,0.04776367
PEG,SNPS,0.047796763
BDX,MMM,0.04783358
PFE,TEL,0.047850474
ADP,RMD,0.047876996
BMY,LLY,0.047971914
BAX,SNPS,0.047990622
BAX,CCI,0.047995667
BAX,BRK-B,0.048049827
WBA,WHR,0.048079463
BAX,SYY,0.048124966
DTE,NDSN,0.048129245
CNP,HSY,0.048195405
ES,WEC,0.048200795
MDLZ,PSA,0.048219949
NEE,ORLY,0.048235228
LLY,MDT,0.048284967
MDLZ,MSI,0.048285577
SJM,VRSN,0.048344333
CL,PCAR,0.048510714
PG,XRAY,0.048548118
CMS,FRT,0.048656307
ED,WRB,0.048656568
CLX,NFLX,0.048665603
BF-B,CL,0.048693652
CPB,EVRG,0.0487461
BAX,TRV,0.048753455
PEP,WEC,0.04878236
MKC,MTD,0.048801083
BAX,ICE,0.048826694
K,PKI,0.048897971
BMY,WHR,0.048905582
AEP,MA,0.049005659
MCD,PSA,0.0491465
ADP,CMS,0.049169748
LLY,MAR,0.049180851
NEE,PHM,0.049192455
NI,TDG,0.049194942
DTE,MSI,0.04919741
BMY,DHR,0.049232288
CLX,LLY,0.049288843
KMB,UHS,0.049424334
BMY,PFE,0.049426636
NI,TFC,0.049437596
NEE,RJF,0.049489868
BAX,PEP,0.049515464
GIS,MCO,0.049552297
CL,WHR,0.049592787
ADP,HRL,0.049629053
CNP,TER,0.049691533
AEP,CPB,0.049717513
K,RJF,0.049762656
NEE,PTC,0.049762998
D,MAR,0.049848097
