selected_stock,leg_stock,pvalue
ANSS,BXP,0.016895869
BLK,FDX,0.016896421
NEE,TECH,0.01691251
LOW,MHK,0.016912764
DD,FDX,0.016915367
CBRE,RHI,0.016916946
CCL,EIX,0.016919335
CCI,IPG,0.016922728
KLAC,MTD,0.016923501
CDNS,CMCSA,0.01692666
JKHY,KLAC,0.016939974
IFF,PG,0.016946346
IRM,KLAC,0.016961876
AVB,EL,0.016965462
VFC,VTRS,0.016972142
AIG,IDXX,0.016975835
DXCM,LOW,0.016980294
BAX,CINF,0.016986671
ADI,TFC,0.016992591
EBAY,PG,0.016996148
CBRE,MTD,0.016998764
ACN,SBUX,0.016999271
TFC,TXN,0.017001198
TFX,XRAY,0.01701646
AIG,UNP,0.017021544
DHR,FRT,0.017025
MSFT,RE,0.017025182
CRM,PSA,0.017027356
AIG,APH,0.01702953
CCI,CPT,0.017037604
AVB,DLTR,0.017041465
DUK,SNPS,0.017046232
GD,VMC,0.017048274
AIG,ALB,0.01704899
CCI,DTE,0.017052807
CCL,PAYX,0.017058351
JPM,NEE,0.017074221
LMT,TSN,0.017076425
PKI,SRE,0.017082221
CCI,TRV,0.017089551
BKNG,DTE,0.017096277
BMY,REGN,0.017096433
GILD,VRTX,0.01710064
ORCL,PPG,0.017100937
DUK,PG,0.01710501
TFC,WEC,0.01710817
CBRE,LKQ,0.017110085
SPGI,TYL,0.017114029
EMN,HSY,0.017115581
PTC,TER,0.017118111
MMC,TFC,0.017122714
KMB,ROP,0.0171323
KLAC,TRV,0.01713455
LYV,PEG,0.017139394
LH,MA,0.017143211
BR,DPZ,0.017145199
CHRW,JCI,0.017147532
AEP,HD,0.01715476
BEN,WBD,0.01715521
APD,MHK,0.017156012
HBAN,PNW,0.017158422
DD,PKI,0.017164334
DTE,IEX,0.017169201
ICE,ORLY,0.017176936
ACN,CDNS,0.017177607
LYV,SNA,0.017194314
FITB,WELL,0.017213716
NWL,STZ,0.017213989
CCL,SNA,0.017215851
MRK,SBAC,0.017224005
IRM,PEG,0.017224265
DAL,ELV,0.017234677
JNJ,MCO,0.017242404
ADP,JPM,0.017246745
AMT,WAT,0.017251695
K,XRAY,0.017252164
AIG,CHD,0.017253392
CNC,NKE,0.017254228
MKTX,WM,0.017255267
ESS,TGT,0.017256077
PGR,WAT,0.017264696
CRM,UHS,0.01727051
CDNS,JBHT,0.017274734
MGM,SEE,0.017282415
IT,LEN,0.01728315
AEP,MTD,0.017283867
PNC,SPGI,0.017286999
DOV,HSY,0.017292324
CDNS,DUK,0.017305142
PEG,SEE,0.017307353
AIG,PWR,0.017307473
BIO,MTB,0.017316734
AEP,TDG,0.017320366
FITB,MAA,0.017321311
DPZ,IDXX,0.017329142
INTC,TFC,0.017331212
AIG,TECH,0.017336347
CAG,RSG,0.017340906
EXPE,TFX,0.017349733
AIG,BBY,0.017353588
MS,UAL,0.017364107
AKAM,BRK-B,0.01736877
ADI,PEP,0.017373295
CAG,CDNS,0.017386557
D,MMM,0.017391002
LRCX,SYY,0.017391422
CB,PNW,0.017395826
CMI,DOV,0.0173967
BDX,WM,0.017396748
BDX,SEE,0.017396794
MGM,NOC,0.017405339
AIG,CSX,0.017415034
MLM,TXN,0.017416881
CSGP,MHK,0.017422702
BG,RF,0.017429579
FIS,PAYX,0.017444004
PEP,PNC,0.01745522
HBAN,URI,0.017457067
CVX,OKE,0.017458971
GOOGL,TFX,0.017462534
AVY,TMUS,0.0174695
AKAM,BA,0.017477111
BIO,UNH,0.017481319
BALL,LEN,0.017481572
KMX,ORCL,0.017482997
EVRG,MKTX,0.017491026
BDX,TECH,0.017493145
EXPE,NEE,0.017494786
PHM,WBA,0.01749778
BKNG,MSI,0.017516968
MGM,UNH,0.017517151
EXPE,JKHY,0.017519154
CDNS,VZ,0.01751973
DTE,TDG,0.017528007
AIG,AMZN,0.017528968
CCI,TER,0.017539789
AMT,TRV,0.017540134
JCI,MSI,0.017542945
AVB,ES,0.017548192
AZO,CRM,0.017550883
FITB,NUE,0.017556432
MGM,WTW,0.017558033
ROP,SPGI,0.017558762
FISV,VMC,0.017563129
MGM,MPWR,0.017564406
AMT,SJM,0.017567735
NUE,ZBH,0.017569383
KLAC,T,0.017572497
AEP,ALGN,0.01757352
COST,MSI,0.01757652
LH,WM,0.01757936
ANSS,BF-B,0.017579486
MHK,NWL,0.017583676
CCL,STZ,0.017588381
MCO,NKE,0.017589908
AVB,WTW,0.017590092
AZO,ES,0.017597526
AIG,PNW,0.017602895
NWL,TECH,0.017607921
TROW,WELL,0.017613414
CE,PEP,0.01762275
ADSK,PRU,0.017627058
TYL,VRSN,0.017627807
APD,WBA,0.017633552
MAA,MTD,0.017639186
SJM,WELL,0.017641743
AVY,GOOGL,0.017641848
AAP,D,0.017642125
SPGI,STE,0.017642678
ELV,STE,0.017666134
ATVI,MPWR,0.017668556
CNC,STE,0.01767108
PKG,WFC,0.017671515
PEP,SWK,0.017672863
LH,T,0.017673342
AVY,GPN,0.017674524
PAYX,SYY,0.017679787
ATO,MSFT,0.017685501
FIS,K,0.01769406
CHD,VRSN,0.017695244
AMZN,VMC,0.017697028
APH,FDX,0.017699117
COF,ROL,0.017699457
CPT,XEL,0.017705649
AIG,MA,0.017706645
CAG,JKHY,0.017707619
DTE,GPC,0.017709997
HSIC,TGT,0.017715379
IPG,MMC,0.017716247
PKI,RJF,0.017718573
AIG,CTRA,0.017723253
COST,DHR,0.017731232
CHD,CMCSA,0.017732372
BRK-B,EIX,0.017734551
CDNS,PKG,0.01775767
GOOGL,VMC,0.017760754
ICE,TECH,0.017764623
ALGN,MKTX,0.017786153
CPB,MKTX,0.017788097
CPT,EL,0.017788319
PARA,RTX,0.017790303
EXPE,HD,0.017793017
TECH,TMUS,0.017793077
CB,SWK,0.017805474
AMGN,SPGI,0.017809696
WEC,WTW,0.017813534
BRK-B,MHK,0.01781727
PEP,WRB,0.017817569
DISH,STX,0.017827258
JPM,NFLX,0.017836765
CB,MCHP,0.017839458
MGM,TMO,0.017845019
MMM,TFC,0.017851116
PHM,XEL,0.017857044
COF,MMC,0.017887545
DTE,MTB,0.017891165
PKI,PNC,0.017895078
DGX,DRI,0.017896345
GOOGL,MHK,0.017914874
MS,PLD,0.017918412
BALL,MMC,0.017924217
AKAM,CSX,0.017930989
MGM,URI,0.017933282
NEE,TSN,0.017935897
CDNS,ECL,0.017947705
GPN,TSN,0.017950426
AAP,ROP,0.017959414
CDNS,PGR,0.017972586
HUM,ORLY,0.017975452
GOOGL,MLM,0.017977135
HST,TROW,0.017979938
BRO,T,0.018000097
AIG,NVR,0.01800342
AMGN,AON,0.018016787
CMCSA,LEN,0.018018945
BIO,SYY,0.018021075
LHX,VMC,0.018022763
AIG,GS,0.018023408
RF,SJM,0.018026932
AFL,TFC,0.018026955
DUK,LKQ,0.018035017
CCI,MRK,0.018047082
BLK,MAS,0.018052521
LH,WRB,0.018053798
CE,MSI,0.018057621
CRM,SPG,0.018058146
PTC,TEL,0.018069557
AMP,RHI,0.018069759
LHX,RSG,0.018073972
CDNS,ED,0.018079072
IVZ,MCK,0.018084638
F,JCI,0.018085006
MS,STZ,0.018090273
IT,SPGI,0.018097612
MS,TTWO,0.018105278
GE,VLO,0.018106397
IPG,NI,0.018107574
LKQ,PODD,0.0181097
LLY,VRSN,0.018110826
EXPD,TER,0.018118126
DIS,WBA,0.018119229
CHRW,LH,0.01812794
CLX,IPG,0.018129573
AMT,BKNG,0.018135165
ALL,APH,0.01813973
MSFT,PEG,0.01814415
ADP,LH,0.018149255
EBAY,KO,0.01814984
CDNS,MCD,0.018150191
PODD,WHR,0.018152685
EVRG,MLM,0.0181583
CDNS,ISRG,0.018158946
BALL,FIS,0.018170725
DHR,MHK,0.018172719
AIG,INTU,0.01817432
PCAR,UNP,0.018178655
AAL,FDX,0.01818712
COF,DE,0.01819614
MRK,MSI,0.018198552
CBRE,CSGP,0.018204877
EL,ORCL,0.018220392
AIG,PSA,0.018228098
BALL,MMM,0.018230313
FITB,MAS,0.018233553
BIO,IDXX,0.018234571
BA,UPS,0.018235609
COST,PSA,0.018238466
DUK,EBAY,0.018240028
ACGL,TFC,0.018247918
DE,MSI,0.018253125
JBHT,TER,0.018253498
DIS,MHK,0.018256619
REGN,WFC,0.018265422
CB,TRV,0.018286622
SRE,WAB,0.01828665
JNJ,PTC,0.018305684
MS,RSG,0.018308915
AAL,TEL,0.018320776
CCI,WTW,0.018327738
CBRE,TRV,0.018327784
HBAN,KMB,0.018329832
CE,ESS,0.018339904
COST,ICE,0.018344679
BBWI,MOH,0.018345891
HD,TDG,0.018348289
AAP,SNA,0.018351038
ICE,TT,0.01835154
ICE,IFF,0.018352686
CDNS,CRM,0.018355843
DHI,FICO,0.018358326
AOS,CAG,0.018367378
GOOG,SPGI,0.018376466
LYV,MA,0.018377164
AFL,TMUS,0.018381807
GPC,WTW,0.018384705
ATO,DPZ,0.018385079
SPGI,STZ,0.018385102
AZO,FRT,0.018385149
MDT,TECH,0.018403108
CDNS,TAP,0.0184075
HBAN,WAB,0.018420874
AON,TFX,0.018421011
CE,IPG,0.018427222
GOOGL,POOL,0.018427849
SJM,XEL,0.018431334
TMUS,TXN,0.018436605
CNC,WBA,0.018439846
AAP,WFC,0.018444349
ABC,MCO,0.018446639
EXPE,FRT,0.018455202
TFC,TJX,0.018464999
FITB,SO,0.018467288
ADSK,PNC,0.0184766
FRT,XRAY,0.018481939
MGM,T,0.018486478
ICE,LRCX,0.01849762
DUK,SPGI,0.018498904
CL,D,0.01850141
HBAN,REGN,0.018503194
MGM,SPGI,0.018505288
CCI,RMD,0.018518051
ADP,IPG,0.018520013
ADI,ICE,0.018520275
BLK,PEP,0.018524136
A,DUK,0.018525749
CBRE,EQIX,0.018527747
LYV,MOH,0.018531917
IEX,LH,0.018535945
HBAN,NKE,0.018537018
FIS,TYL,0.018551492
TGT,WELL,0.018567806
ALL,NEE,0.018572771
SO,WTW,0.018580209
EOG,TEL,0.018593702
CE,D,0.018597605
OMC,WAT,0.018598944
ES,ROST,0.018607727
KLAC,WRB,0.018609681
CDNS,SHW,0.01861758
PNC,TECH,0.018625745
RMD,TJX,0.018628435
HBAN,ZBH,0.01863361
PEP,TXN,0.018636751
AFL,AIZ,0.018638645
MDLZ,PEP,0.018638937
HRL,MDLZ,0.018645775
DHI,DXCM,0.01864969
PGR,SYY,0.018650208
MGM,ZBRA,0.018651388
BMY,MA,0.01865301
ESS,LEN,0.018654098
NUE,PEG,0.018656716
ACN,ORLY,0.018658706
ATO,LH,0.018664
CCI,CRM,0.018672107
ACGL,RJF,0.018681854
IPG,MHK,0.018682518
ED,ROST,0.018690394
DVA,PHM,0.01869459
PAYX,RSG,0.018699741
ADP,CDNS,0.01870084
LHX,NOC,0.018702317
AXON,GOOG,0.018708036
FITB,PSA,0.018712378
AKAM,WFC,0.01871432
BXP,PG,0.018717455
BA,PKI,0.018717525
ADI,CPT,0.01875029
PNC,UAL,0.018751719
INTU,TER,0.018757674
D,YUM,0.018758074
AOS,ROL,0.018758673
MGM,PARA,0.018759433
MGM,MTB,0.018759843
TAP,TTWO,0.018763432
ANSS,WAT,0.018764714
GIS,MDLZ,0.018767332
RMD,SNA,0.018768192
DHI,MMC,0.018774792
AJG,MTB,0.01878208
IPG,ROP,0.018786719
AVY,ICE,0.018793314
BA,RJF,0.018800602
KEY,L,0.018812855
ACN,DPZ,0.018816086
ATVI,MKTX,0.018822575
CE,UPS,0.018831524
CPB,RSG,0.018834973
FITB,PXD,0.018836422
GOOGL,SPGI,0.018849201
AEP,PGR,0.018850592
BALL,ROP,0.018860879
CDNS,SO,0.018863509
MS,RF,0.018867687
DHR,POOL,0.018874439
DHI,ED,0.018877394
AXP,EMN,0.01888285
COO,VZ,0.018900968
FDX,PEP,0.018901059
DUK,EL,0.018905563
AON,PNC,0.018913019
AIG,NVDA,0.018914574
CBRE,PNR,0.018914763
AXON,CRL,0.018920374
MSI,PH,0.018922316
DUK,PTC,0.018925039
APD,JPM,0.018927941
AXON,GOOGL,0.018939167
AKAM,TEL,0.018940467
CBRE,CNC,0.018942791
MGM,WHR,0.018943886
AME,SBAC,0.018943915
MGM,WBA,0.018955539
TER,UDR,0.018955787
CMS,MAA,0.018969947
DXCM,NKE,0.018973163
CDNS,TT,0.018973595
KLAC,NI,0.018983996
CRM,ORCL,0.018998971
CPT,VZ,0.019003042
DLTR,FRT,0.019005039
KEY,ZION,0.019007886
ECL,PPG,0.019008074
SPGI,WAT,0.019010861
PCAR,TDY,0.019014778
ODFL,TFC,0.019019189
PAYX,PEP,0.019026631
AIG,EL,0.019028717
GD,JPM,0.019029212
BAX,MMC,0.019035371
COF,NEE,0.019039278
EBAY,TGT,0.019047165
PGR,SBUX,0.019054151
A,TECH,0.019056776
NUE,PNC,0.019056793
LH,POOL,0.019058181
MKC,WAT,0.019061408
COF,HSIC,0.019073104
CCL,STE,0.019074626
BA,UAL,0.019079246
HBAN,SBUX,0.019083456
ATO,GOOG,0.019086034
MCHP,RJF,0.019089896
FDX,ICE,0.01909312
DUK,MSI,0.019096043
D,PKI,0.01909673
FDS,WTW,0.019098004
EXPD,HUM,0.019100284
AEP,MMM,0.019104543
CTAS,JPM,0.01911481
AFL,AVY,0.019123512
CDNS,MAA,0.01912362
COF,WEC,0.019124629
MGM,WFC,0.019129468
AZO,DRI,0.019135075
MCO,ODFL,0.019142669
FITB,HRL,0.019148739
IDXX,MSFT,0.01915113
ADI,DRI,0.019152127
BBWI,DHI,0.019168596
AMT,TER,0.019170022
DGX,WST,0.019172239
AKAM,TT,0.019174095
AIG,DUK,0.019179138
OMC,WTW,0.019182675
AVY,GOOG,0.019190339
APH,TER,0.019198647
COST,WEC,0.019199809
NEE,TRV,0.019203206
K,NWL,0.019204572
BIO,ITW,0.019209796
ALGN,CMS,0.019211584
PCAR,URI,0.019220001
FICO,MSFT,0.0192209
DHR,PNW,0.019221642
CCL,MTD,0.019224487
CTSH,LH,0.019234726
GOOG,NWL,0.019236718
A,TT,0.019239591
BR,MAS,0.019242025
CMI,WTW,0.019244298
INTU,MO,0.019254329
DE,HST,0.0192635
HD,PEP,0.019265081
MGM,SYY,0.019265717
MSFT,PEP,0.019267677
CCI,CMCSA,0.019269568
AXON,MLM,0.01927022
OXY,PXD,0.019271161
ANSS,PG,0.019272254
MDLZ,WFC,0.01928573
AEP,AON,0.01928954
CCI,D,0.019293862
NOC,UNH,0.01930928
ANSS,DLTR,0.019311408
LLY,PKI,0.019317254
COST,KLAC,0.019318187
D,NSC,0.019326599
DIS,LLY,0.019333014
AIG,TJX,0.019335944
MSI,PODD,0.019336371
MS,URI,0.019344749
AKAM,TFC,0.019349843
AEP,FICO,0.019352976
A,CPT,0.019355837
CRM,SBUX,0.019360649
COF,KMB,0.019362405
CDNS,RJF,0.019366355
MGM,RE,0.019366668
HBAN,SHW,0.019368488
HBAN,XEL,0.019369866
HES,NRG,0.019370754
ATO,KLAC,0.019374033
PGR,SNA,0.019380879
ACN,AEP,0.019396413
CPB,MLM,0.01939967
BBWI,TSCO,0.019400035
CRM,WELL,0.019402211
CSGP,TFC,0.019404194
IT,WAT,0.019406161
RF,WBD,0.019409621
CPT,T,0.019410407
ICE,TEL,0.019411448
HON,RJF,0.01941827
AJG,RJF,0.019425885
APH,DHI,0.019427739
CL,MTB,0.019428806
L,TRMB,0.019435159
FDS,MNST,0.019438748
FDX,ZBH,0.01944375
BIIB,DVA,0.019445502
ESS,MOH,0.019449711
CDNS,EW,0.019450524
HSIC,VRSN,0.019451757
CSGP,WHR,0.019452739
MDT,REG,0.019453888
SWK,WELL,0.019454138
NSC,PH,0.019455729
LYV,SBAC,0.019471032
ES,KO,0.019471848
DTE,ROST,0.019473493
ITW,SPGI,0.019474189
KMX,TEL,0.01948026
ATVI,FISV,0.01948309
ADP,KLAC,0.01948875
MDLZ,TFC,0.019497225
BAX,IEX,0.01949941
AIG,DVA,0.019499675
D,MTD,0.019502427
AME,MTCH,0.019509304
EQIX,FICO,0.019512765
MO,SPGI,0.019513623
SPGI,UPS,0.01951654
ECL,PFE,0.019518944
COF,TMO,0.019519192
BKNG,RJF,0.019519862
PHM,YUM,0.019522031
APH,RMD,0.01952963
CDNS,PFE,0.019535194
MGM,MOH,0.019536217
BMY,MDLZ,0.019539023
MTD,UNH,0.019539291
KMB,TFC,0.019543863
IT,XEL,0.019546013
SPGI,XEL,0.019563621
MS,PCAR,0.019569205
BLK,CDNS,0.019569864
JCI,OXY,0.019592291
PNC,PTC,0.019592602
MA,RMD,0.019593856
EFX,EXR,0.019594225
AIG,FAST,0.019605436
TDG,XEL,0.019606591
ISRG,UDR,0.0196096
MS,TT,0.019610175
COO,DHI,0.019611559
FITB,KIM,0.019612879
LH,STE,0.019613623
DHR,WTW,0.019614437
HSY,ROK,0.019616283
AIZ,SYK,0.019622784
DAL,ILMN,0.019645547
CB,RMD,0.01965517
K,WTW,0.019657766
NWL,SPGI,0.01965897
DHI,SWK,0.019661728
AOS,UNH,0.019678361
HBAN,TXT,0.019681126
BA,OMC,0.019683809
KLAC,XRAY,0.01968469
MGM,TGT,0.019688287
RF,ROST,0.019688987
EQR,WAT,0.019709421
CNC,LH,0.019713121
SNA,TRV,0.019717096
CCI,WY,0.019717172
ES,YUM,0.019720637
ADBE,JCI,0.019727448
CCL,LMT,0.01972807
MS,MSFT,0.019733963
FAST,FSLR,0.019734739
ADM,AKAM,0.019737284
EIX,IRM,0.019741023
CMCSA,JNJ,0.019742186
AMT,SPGI,0.019743414
L,SLB,0.019746985
J,MGM,0.019748398
DTE,OMC,0.019752972
HBAN,TROW,0.019756773
KLAC,MMM,0.019757022
HBAN,RMD,0.019760756
MGM,MOS,0.019765025
CCL,FICO,0.019769331
OXY,PEAK,0.019779865
KLAC,MMC,0.019786606
HSY,PARA,0.019799495
HBAN,MNST,0.019801725
MSI,T,0.019808672
D,ICE,0.019812108
DHI,EIX,0.019818838
AMT,IFF,0.019819152
AEE,EIX,0.019822723
ATO,HRL,0.019830445
AXP,PNR,0.019832886
EOG,LYV,0.019836812
MAS,RE,0.019838018
COST,FIS,0.019845637
EQT,PNR,0.019854432
BKNG,CPT,0.019855015
MGM,MU,0.019860002
IP,JBHT,0.01986369
MS,REG,0.019863732
MGM,TFX,0.019871626
LRCX,SYK,0.019872422
PODD,TEL,0.019876593
KLAC,MSFT,0.019877134
PFE,RJF,0.019879056
AON,VMC,0.019880333
CDNS,TSN,0.019882059
WELL,WY,0.01988358
CCI,LH,0.019891211
MS,PAYX,0.019905135
CINF,T,0.019905643
AIG,ETR,0.019911656
CL,DFS,0.019913304
BAX,CB,0.019918282
MOH,SEE,0.01992325
MA,WFC,0.019929465
BR,JPM,0.019931137
AOS,FIS,0.019936434
CDNS,SPG,0.019946665
ADSK,PLD,0.019960798
CCI,RJF,0.019963315
D,PNC,0.019965604
PODD,TDY,0.019974106
HBAN,HRL,0.019982349
RMD,WEC,0.019986581
BDX,HUM,0.019990231
HBAN,LH,0.019995549
AIG,DLTR,0.019998416
CCL,TGT,0.020002501
AMT,IPG,0.020012117
KEY,VTR,0.020016441
AIG,CPRT,0.020024822
CBRE,SWK,0.020032385
BLK,WFC,0.020035489
DLTR,LEN,0.020042058
CCL,TAP,0.020043354
AMD,MOS,0.020046087
AIG,AZO,0.020072564
ICE,UAL,0.020078347
MA,TJX,0.020080662
C,NRG,0.020080929
HBAN,TFX,0.020081562
PHM,PNW,0.020091746
AIG,GWW,0.020104097
LKQ,PARA,0.020106311
GL,TDY,0.020111781
HBAN,NVR,0.020121538
PCAR,RMD,0.020121785
PWR,TRMB,0.020129267
AIG,WBD,0.020130336
FITB,SJM,0.02013188
MMM,RJF,0.020137465
PRU,TT,0.020140392
MAS,MO,0.020141939
FITB,UHS,0.020150026
HST,STX,0.020152193
CMG,MTCH,0.020152618
PHM,RE,0.020169726
AVB,TER,0.020169742
GEN,PKG,0.020180669
ITW,RE,0.020183657
CHD,WTW,0.020186005
AIG,GE,0.02019206
BIO,NDSN,0.020195694
BEN,BWA,0.020197453
GOOG,VMC,0.020197817
GOOG,MHK,0.020201665
ECL,SBAC,0.020202175
EBAY,UPS,0.020203679
ADI,TDG,0.020221818
BIO,WM,0.020222695
ATVI,MSFT,0.020223126
PG,VZ,0.020227026
MKTX,RSG,0.020238138
CE,GL,0.020241221
NEE,TDG,0.020242628
BIO,DGX,0.020244362
ES,WRB,0.020246962
FITB,O,0.020247667
AAP,LH,0.020257957
CRM,SPGI,0.020261476
BIO,DD,0.020261999
PODD,USB,0.020270656
BKNG,MTB,0.020276912
SNA,TECH,0.020284308
LOW,WBA,0.020285411
FITB,HAS,0.02028819
DUK,INTU,0.020289423
PH,TT,0.020294344
FDX,GD,0.020303336
CMA,PCAR,0.020304533
GOOGL,KLAC,0.020320262
STZ,XRAY,0.02032338
ACN,PCG,0.020324143
JBHT,WTW,0.020327792
MGM,PEP,0.020333031
HST,LIN,0.020333587
DHI,ROL,0.020343477
AKAM,IVZ,0.020347239
MGM,TSN,0.020369562
TJX,WELL,0.020372571
DPZ,VMC,0.020372628
GPC,JCI,0.020385265
CMA,PTC,0.020386061
BIO,GEN,0.020389978
AON,FDX,0.020391857
AAP,SHW,0.020392837
CCL,PGR,0.020397267
GOOG,TFX,0.020405246
DHI,TFX,0.020406189
CB,LH,0.020406303
ECL,ODFL,0.020408647
FRT,KO,0.02044395
LHX,MAS,0.020446128
LEN,UPS,0.020450491
BRK-B,UAL,0.020468192
CI,TMUS,0.02048273
FDS,INTU,0.020484239
BIO,SWK,0.020485441
DRI,PNW,0.020485873
ESS,SNPS,0.020490731
CL,FITB,0.020491828
CE,RJF,0.020492535
AXP,IVZ,0.02049877
COF,TSCO,0.020501364
KMB,MCO,0.020507803
MS,ZBRA,0.020510014
WAT,WELL,0.020514567
AON,TDG,0.020514937
EXPE,SBUX,0.020516088
EQR,SWK,0.020520113
CAG,CPB,0.020525573
MA,PGR,0.020526227
HIG,XRAY,0.020532875
BRK-B,WFC,0.020537064
IFF,INTC,0.020538062
AOS,CDNS,0.020542805
EXR,LH,0.020546663
AVB,ISRG,0.020553799
BIO,COF,0.020564307
BRK-B,RE,0.020569315
MTB,WAT,0.020579144
AIG,XEL,0.020583293
AAP,INTU,0.02058466
RJF,SBAC,0.020585384
COST,CPT,0.020591768
FRT,TDG,0.020599904
AVB,INTU,0.020603053
AVY,MPWR,0.020608846
ATVI,CTAS,0.020622187
EOG,PKG,0.020624431
CBRE,DD,0.020625968
MDLZ,ROL,0.020635839
INTC,LNT,0.020636226
EXR,SPGI,0.020641358
ICE,MA,0.020644195
ABT,MCK,0.020645419
CPT,DRI,0.020650229
CAG,DRI,0.020652424
HBAN,MLM,0.020654191
MGM,STZ,0.0206544
CAG,PNW,0.020654652
MTB,TDY,0.020656774
AZO,SBUX,0.020658768
LH,ROK,0.020662477
ILMN,ZBRA,0.020663953
DPZ,MCHP,0.020665246
CBRE,VTR,0.020665521
CB,TDG,0.020678539
CMS,TYL,0.020683628
HST,MTCH,0.020691748
PWR,XOM,0.020697725
RCL,WBA,0.020702473
MGM,RJF,0.020709539
ALGN,NI,0.020709896
AME,PFE,0.020716613
RF,VMC,0.020717408
AKAM,COF,0.020720035
PODD,SRE,0.020720922
MGM,PH,0.020724242
EXPE,MDLZ,0.020729382
LOW,MNST,0.020729606
ROP,TRV,0.020730211
GOOG,NI,0.020752164
AIG,PXD,0.020758182
BKNG,YUM,0.02075874
CDNS,RMD,0.020766316
LH,TXN,0.020767652
IPG,RJF,0.020790318
BRK-B,PTC,0.020792102
MS,TAP,0.020804655
CHRW,FDS,0.020805225
CL,HSY,0.020806097
VZ,WTW,0.020811759
EXR,IPG,0.020819208
BALL,SWK,0.020824003
MSFT,STZ,0.020825718
CDNS,DIS,0.020826007
FITB,OKE,0.020826754
APH,INTU,0.020828485
MGM,UPS,0.020829846
AMT,TFC,0.02083034
HRL,ICE,0.020834123
COO,WY,0.020835002
PFE,RMD,0.020836808
CB,CDNS,0.020840491
ADSK,TFC,0.020841002
EFX,SPGI,0.020846956
LOW,SPGI,0.020870431
HBAN,NSC,0.020871245
CBRE,CHD,0.020874761
PEG,SPGI,0.020877346
DHR,MMM,0.020878592
ICE,WRB,0.020885296
CHD,TYL,0.020888634
BG,LVS,0.020894507
ED,WAT,0.020904772
PEG,TFC,0.020910381
MDLZ,PKI,0.020921828
CDNS,CNC,0.020922156
CCL,DXCM,0.020924794
CVS,VRTX,0.020932253
PWR,STT,0.020934288
CL,CRM,0.020935548
AMT,RMD,0.020936807
PRU,TDY,0.02096842
ADI,IPG,0.020972547
BMY,SBUX,0.020975326
DD,SYK,0.020981308
NEE,SNA,0.020983177
KO,ROP,0.020985948
ESS,EXPE,0.020997116
BR,TECH,0.020997872
BKNG,VZ,0.021008431
MGM,TPR,0.021010699
ALGN,GOOG,0.021018956
IPG,WEC,0.021034317
AME,HSY,0.021037741
HBAN,SBAC,0.021051399
BMY,ECL,0.021051504
MRK,MTB,0.021052314
ADSK,CE,0.021058447
AIG,QCOM,0.021064675
DUK,RMD,0.02107548
APD,BLK,0.021075754
PFE,PHM,0.021078768
CL,TSCO,0.021086795
ATO,GOOGL,0.021089206
KMX,RHI,0.021089247
VZ,WELL,0.021097333
COF,KLAC,0.021099123
HIG,TXT,0.021101799
CCL,UAL,0.021101953
SJM,TGT,0.02110315
REGN,VRTX,0.021107975
KO,SO,0.021108733
TDG,TFX,0.021111745
AMT,KLAC,0.021116526
TFX,VMC,0.02112672
COF,FIS,0.0211374
BRK-B,CMA,0.021139243
EVRG,KLAC,0.021140853
MHK,STE,0.021142734
EXPD,WTW,0.021145447
SRE,TEL,0.021146134
ETN,IP,0.021152238
COF,WBA,0.02115369
CBRE,POOL,0.021164202
RF,WELL,0.021166662
AOS,MKTX,0.021167486
DXCM,RCL,0.021167501
MGM,RHI,0.02117285
GD,LHX,0.021186417
ICE,LLY,0.021189774
EXPD,TXN,0.021194477
FIS,RJF,0.0211958
AAP,FDS,0.021201759
COF,TFC,0.021236935
MCK,VFC,0.021238513
NWL,REG,0.021244798
CMS,ICE,0.021248217
UHS,VRTX,0.021248516
CB,XEL,0.021249824
ALK,TDG,0.021272219
CRM,TER,0.021295754
RJF,TRV,0.021298296
DHI,WFC,0.021315372
LYV,TDY,0.021319424
COO,MCO,0.021319531
CLX,K,0.021325372
GOOG,MLM,0.021327185
EBAY,MRK,0.021329407
AVY,BR,0.021329657
IVZ,SRE,0.021334964
CSGP,WFC,0.021337729
CCL,REG,0.021341027
MGM,PFE,0.02134428
DISH,WY,0.021357445
RE,RJF,0.021365465
AAL,JNJ,0.021370486
ECL,MRK,0.02137802
FITB,TER,0.021378424
AKAM,EOG,0.021383895
FFIV,JCI,0.021393198
IRM,MRK,0.021394333
BALL,FDS,0.021395424
BIO,NFLX,0.021415708
MS,SEE,0.021417847
PWR,WDC,0.021418802
MGM,SNPS,0.021419193
HBAN,UHS,0.021420853
MGM,ROK,0.021425282
RE,TDG,0.021428498
AKAM,FDX,0.021434878
PG,UNP,0.02145677
MO,NI,0.021462366
APH,MAR,0.021474567
KEY,TPR,0.021480017
ADI,WEC,0.02148061
KLAC,MO,0.021493118
CCI,PHM,0.021500332
GIS,TRV,0.021515085
HD,WEC,0.021517423
AJG,ANSS,0.021523198
COO,PPG,0.021526527
CCL,ELV,0.021528641
AEP,WAT,0.021537922
PAYX,TMUS,0.02153948
CAG,DGX,0.02154072
CNC,DHI,0.021543593
ALGN,GL,0.021552558
AVY,CPB,0.021555903
CL,SPGI,0.021558729
DRI,SWK,0.021562125
ORLY,VMC,0.021568307
ORCL,ROK,0.021572461
EXPE,NI,0.021575181
IFF,KMB,0.021577176
CB,TFC,0.021588012
APH,PKG,0.021591717
